position,driver_number,lap_duration,meeting_key,session_key,session_name,season,meeting_name,circuit_short_name,date_start,race_key,driver,driver_full_name,team_name
1,1,89.179,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
2,16,89.407,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
3,63,89.485,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
4,55,89.507,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
5,11,89.537,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
6,14,89.542,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
7,4,89.614,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
8,81,89.683,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
9,44,89.71,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
10,27,90.502,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
11,22,90.129,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
12,18,90.2,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
13,23,90.221,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
14,3,90.278,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
15,20,90.529,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
16,77,90.756,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
17,24,90.757,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
18,2,90.77,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
19,31,90.793,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
20,10,90.948,1229,9468,Qualifying,2024,Bahrain Grand Prix,Sakhir,2024-03-01T16:00:00+00:00,sakhir,,,
1,1,87.472,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
2,16,87.791,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
3,11,87.807,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
4,14,87.846,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
5,81,88.089,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
6,4,88.132,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
7,63,88.316,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
8,44,88.46,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
9,22,88.547,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
10,18,88.572,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
11,38,88.642,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
12,23,88.98,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
13,20,89.02,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
14,3,89.025,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
15,27,,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
16,77,89.179,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
17,31,89.475,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
18,10,89.479,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
19,2,89.526,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
20,24,,1230,9476,Qualifying,2024,Saudi Arabian Grand Prix,Jeddah,2024-03-08T17:00:00+00:00,jeddah,,,
1,1,75.915,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
2,55,76.185,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
3,4,76.315,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
4,16,76.435,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
5,81,76.572,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
6,11,76.274,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
7,63,76.724,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
8,22,76.788,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
9,18,77.072,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
10,14,77.552,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
11,44,76.96,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
12,23,77.167,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
13,77,77.34,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
14,20,77.427,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
15,31,77.697,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
16,27,77.976,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
17,10,77.982,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
18,3,78.085,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
19,24,78.188,1231,9484,Qualifying,2024,Australian Grand Prix,Melbourne,2024-03-23T05:00:00+00:00,melbourne,,,
1,1,88.197,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
2,11,88.263,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
3,4,88.489,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
4,55,88.682,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
5,14,88.686,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
6,81,88.76,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
7,44,88.766,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
8,16,88.786,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
9,63,89.008,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
10,22,89.413,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
11,3,89.472,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
12,27,89.494,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
13,77,89.593,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
14,23,89.714,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
15,31,89.816,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
16,18,90.024,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
17,10,90.119,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
18,20,90.131,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
19,2,90.139,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
20,24,90.143,1232,9492,Qualifying,2024,Japanese Grand Prix,Suzuka,2024-04-06T06:00:00+00:00,suzuka,,,
1,1,93.66,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
2,11,93.982,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
3,14,94.148,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
4,4,94.165,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
5,81,94.273,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
6,16,94.289,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
7,55,94.297,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
8,63,94.433,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
9,27,94.604,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
10,77,94.665,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
11,18,94.838,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
12,3,94.934,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
13,31,95.223,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
14,23,95.241,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
15,10,95.463,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
16,24,95.505,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
17,20,95.516,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
18,44,95.573,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
19,22,95.746,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
20,2,96.358,1233,9664,Qualifying,2024,Chinese Grand Prix,Shanghai,2024-04-20T07:00:00+00:00,shanghai,,,
1,1,87.241,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
2,16,87.382,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
3,55,87.455,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
4,11,87.46,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
5,4,87.594,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
6,81,87.675,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
7,63,88.067,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
8,44,88.107,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
9,27,88.146,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
10,22,88.192,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
11,18,88.222,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
12,10,88.324,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
13,31,88.371,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
14,23,88.413,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
15,14,88.427,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
16,77,88.463,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
17,2,88.487,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
18,20,88.619,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
19,24,88.824,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
20,3,88.617,1234,9498,Qualifying,2024,Miami Grand Prix,Miami,2024-05-04T20:00:00+00:00,miami,,,
1,1,74.746,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
2,4,74.837,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
3,16,74.97,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
4,55,75.233,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
5,81,74.82,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
6,63,75.234,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
7,22,75.465,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
8,44,75.504,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
9,3,75.674,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
10,27,75.98,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
11,11,75.706,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
12,31,75.906,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
13,18,75.992,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
14,23,76.2,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
15,10,76.381,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
16,77,76.626,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
17,24,76.834,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
18,20,76.854,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
19,2,,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
20,14,76.917,1235,9511,Qualifying,2024,Emilia Romagna Grand Prix,Imola,2024-05-18T14:00:00+00:00,imola,,,
1,16,70.27,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
2,81,70.424,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
3,55,70.518,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
4,4,70.542,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
5,63,70.543,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
6,1,70.567,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
7,44,70.621,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
8,22,70.858,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
9,23,70.948,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
10,10,71.311,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
11,31,71.285,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
12,3,71.482,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
13,18,71.563,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
14,14,72.019,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
15,2,72.02,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
16,11,72.06,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
17,77,72.512,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
18,24,73.028,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
19,27,,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
20,20,,1236,9519,Qualifying,2024,Monaco Grand Prix,Monte Carlo,2024-05-25T14:00:00+00:00,monte carlo,,,
1,63,72.0,1237,9527,Qualifying,2024,Canadian Grand Prix,Montreal,2024-06-08T20:00:00+00:00,montreal,,,
2,1,72.0,1237,9527,Qualifying,2024,Canadian Grand Prix,Montreal,2024-06-08T20:00:00+00:00,montreal,,,
3,4,72.021,1237,9527,Qualifying,2024,Canadian Grand Prix,Montreal,2024-06-08T20:00:00+00:00,montreal,,,
4,81,72.103,1237,9527,Qualifying,2024,Canadian Grand Prix,Montreal,2024-06-08T20:00:00+00:00,montreal,,,
